cell_id,latitude,longitude,geology_class,lithology,host_rock,metallogenesis,morphogenesis,fault_distance_km,lineament_distance_km,contact_distance_km,elevation_m,slope_deg,aspect_deg,ndvi,bsi,swir1,swir2,mn_occurrence,synthetic_demo
GRID_1682,21.929269,79.375681,Granite,Granite,Granite,Other,Mixed Terrain,5.708,1.005,0.454,363.25,4.35,328.58,0.7005,0.3752,0.2537,0.206,0,1
GRID_1683,21.644826,80.28188,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.217,1.632,0.341,493.71,7.02,213.02,0.2376,0.1513,0.3571,0.0862,1,1
GRID_1684,21.799108,79.531707,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,5.548,0.771,0.425,319.82,5.72,78.34,0.5815,0.3301,0.1658,0.2481,0,1
GRID_1685,21.212646,80.14835,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,6.865,2.552,0.611,461.35,6.01,79.2,0.2795,0.1503,0.2284,0.1777,1,1
GRID_1686,21.832712,79.992094,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.452,2.043,1.723,501.53,11.47,217.39,0.3652,0.095,0.3273,0.1212,0,1
GRID_1687,21.884344,80.500803,Granite,Granite,Granite,Other,Mixed Terrain,1.359,1.815,2.293,552.8,6.67,146.43,0.4045,-0.0077,0.2166,0.2065,0,1
GRID_1688,21.514003,79.742252,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.716,4.62,1.116,388.19,15.66,63.82,0.3623,0.3275,0.1815,0.1909,0,1
GRID_1689,21.615315,79.292631,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,3.641,0.554,1.004,394.92,0.93,283.46,0.2148,0.1291,0.2516,0.1126,1,1
GRID_1690,21.750088,79.226818,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.037,2.552,1.033,603.1,7.88,72.09,0.3579,0.2216,0.1152,0.1727,0,1
GRID_1691,21.248613,80.357602,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.992,1.576,1.769,545.02,2.67,115.79,0.4736,0.0809,0.266,0.1489,1,1
GRID_1692,21.527181,79.93463,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.397,2.196,0.335,406.66,9.31,22.11,0.4085,0.1776,0.2223,0.1039,1,1
GRID_1693,21.438864,80.285342,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.315,1.176,2.208,527.47,9.79,252.49,0.6656,0.2088,0.2845,0.1547,0,1
GRID_1694,21.224418,79.528196,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,4.974,1.611,2.544,451.04,11.6,99.1,0.4127,-0.0658,0.1914,0.1173,0,1
GRID_1695,21.412404,79.683117,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.72,1.139,0.335,431.39,3.09,83.83,0.4324,0.0845,0.2717,0.1066,0,1
GRID_1696,21.157946,79.242145,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,3.335,0.558,1.588,641.08,9.73,109.21,0.4592,0.4005,0.2548,0.2098,1,1
GRID_1697,21.12194,80.546089,Granite,Granite,Granite,Other,Mixed Terrain,2.549,4.828,0.348,521.36,4.51,314.69,0.4087,0.0656,0.1573,0.1983,0,1
GRID_1698,21.214891,80.135015,Granite,Granite,Granite,Other,Mixed Terrain,2.102,0.231,1.445,590.38,8.38,186.49,0.5064,0.3063,0.1739,0.1646,1,1
GRID_1699,21.918648,80.506487,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,3.828,0.632,5.476,339.71,6.23,56.84,0.3471,0.2257,0.3261,0.0455,1,1
GRID_1700,21.5671,79.571695,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.144,3.967,0.268,582.8,2.94,278.81,0.2434,0.2516,0.307,0.1757,1,1
GRID_1701,21.920949,80.056049,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.822,1.735,0.059,416.71,10.89,75.04,0.4185,0.2687,0.1189,0.2256,1,1
GRID_1702,21.467623,80.1499,Granite,Granite,Granite,Other,Mixed Terrain,4.835,0.695,4.233,415.61,6.97,148.49,0.4916,0.1828,0.2095,0.2527,0,1
GRID_1703,21.365044,79.64457,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.519,1.442,0.862,463.14,11.43,204.51,0.4561,0.1003,0.2621,0.2411,0,1
GRID_1704,21.530221,80.387353,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.355,4.628,0.829,473.55,11.72,210.4,0.2878,0.0757,0.2773,0.1086,1,1
GRID_1705,21.473585,80.526026,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.845,1.721,2.196,519.68,13.25,24.85,0.4557,0.1337,0.2592,0.1333,1,1
GRID_1706,21.189815,80.438797,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.792,1.534,0.969,505.1,5.97,301.25,0.5386,0.3551,0.2665,0.17,0,1
GRID_1707,21.644702,80.234694,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.549,1.316,0.206,374.48,4.28,172.6,0.4624,-0.0098,0.2148,0.1754,0,1
GRID_1708,21.283632,79.588451,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.284,0.585,0.731,345.3,12.8,356.13,0.3164,0.1364,0.2522,0.1818,1,1
GRID_1709,21.62665,79.594262,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.881,2.162,0.646,413.74,8.41,258.28,0.4423,-0.032,0.1714,0.2472,0,1
GRID_1710,21.652671,80.548704,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.171,0.84,0.78,428.86,13.4,357.32,0.7024,0.0985,0.2143,0.1917,1,1
GRID_1711,21.229221,79.214398,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,6.128,1.025,0.021,437.57,3.27,163.25,0.2639,0.1626,0.0941,0.2528,1,1
GRID_1712,21.152147,80.20247,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.106,3.146,0.872,546.19,10.75,50.68,0.6053,0.3753,0.166,0.1336,1,1
GRID_1713,21.763647,80.188745,Granite,Granite,Granite,Other,Mixed Terrain,2.589,3.516,0.381,445.68,8.17,261.83,0.0712,0.3905,0.1784,0.1566,1,1
GRID_1714,21.49083,80.071765,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.344,0.252,0.654,654.15,7.83,279.99,0.3428,-0.0716,0.1819,0.1545,1,1
GRID_1715,21.149439,80.586152,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.484,2.899,0.931,552.89,6.71,307.02,0.3611,-0.0316,0.291,0.1766,0,1
GRID_1716,21.945636,79.636631,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.055,2.059,0.112,404.38,3.56,108.52,0.603,0.1568,0.1299,0.0986,1,1
GRID_1717,21.149113,79.675961,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.631,3.541,1.112,279.08,10.66,183.85,0.7136,0.2866,0.1953,0.2953,0,1
GRID_1718,21.69078,79.310515,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,2.026,1.765,0.137,632.99,6.43,308.7,0.608,-0.0444,0.2851,0.1858,1,1
GRID_1719,21.936127,79.819917,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,8.221,1.495,0.517,405.99,8.85,311.31,0.5119,0.1281,0.1473,0.1114,0,1
GRID_1720,21.303303,79.565468,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.319,2.112,0.532,508.95,15.73,9.25,0.6,0.325,0.3288,0.1148,1,1
GRID_1721,21.220912,79.680741,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.616,0.54,0.118,373.29,5.85,241.53,0.2136,0.342,0.2525,0.1848,1,1
GRID_1722,21.203177,80.368401,Granite,Granite,Granite,Other,Mixed Terrain,0.797,2.96,0.936,565.88,6.81,216.61,0.573,0.1374,0.2882,0.2155,0,1
GRID_1723,21.357784,80.509678,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.897,1.358,1.869,502.06,7.35,30.0,0.2537,-0.1002,0.1739,0.2364,0,1
GRID_1724,21.185889,79.460026,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,8.172,1.033,1.45,337.6,6.42,334.85,0.3117,0.3269,0.1868,0.1828,1,1
GRID_1725,21.688337,79.721513,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,3.178,0.792,0.945,263.83,6.55,160.33,0.4933,0.0511,0.23,0.2166,1,1
GRID_1726,21.152948,80.500083,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.823,2.523,1.879,446.04,10.79,242.73,0.2323,0.2553,0.2968,0.2004,0,1
GRID_1727,21.533009,79.286532,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,7.079,3.759,1.469,472.26,13.29,317.81,0.6261,0.0541,0.2947,0.1737,1,1
GRID_1728,21.947192,79.329305,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,5.131,2.615,0.288,494.83,8.52,46.84,0.4302,0.1941,0.2678,0.1596,1,1
GRID_1729,21.791875,79.427907,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.923,1.782,1.523,363.89,10.96,308.1,0.2218,0.2234,0.2247,0.1816,1,1
GRID_1730,21.622937,80.033298,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.489,1.874,4.373,375.28,7.31,260.75,0.6715,0.3598,0.1861,0.173,1,1
GRID_1731,21.360316,79.410661,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,0.598,1.431,2.097,269.36,7.21,302.25,0.3879,-0.0171,0.3136,0.1796,1,1
GRID_1732,21.630311,80.555307,Granite,Granite,Granite,Other,Mixed Terrain,2.943,3.713,0.689,383.07,6.4,178.14,0.4038,0.0566,0.2152,0.207,0,1
GRID_1733,21.547985,79.8254,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.469,1.568,1.714,291.35,4.94,12.05,0.3947,0.4059,0.1321,0.2772,0,1
GRID_1734,21.462171,79.902125,Granite,Granite,Granite,Other,Mixed Terrain,1.948,3.469,3.729,369.43,12.95,241.39,0.02,0.2124,0.1727,0.1197,0,1
GRID_1735,21.211104,79.545322,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.952,1.098,2.838,457.89,5.99,134.83,0.6313,0.0596,0.1907,0.1857,0,1
GRID_1736,21.853614,79.859344,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.953,5.387,0.362,456.67,10.44,144.87,0.4345,0.2812,0.216,0.2011,0,1
GRID_1737,21.482317,80.126679,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,5.546,1.646,1.681,372.71,4.65,158.85,0.4545,0.0401,0.2349,0.1577,0,1
GRID_1738,21.265429,80.251648,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,3.145,2.548,1.22,453.13,8.18,177.45,0.539,0.2074,0.1442,0.2448,0,1
GRID_1739,21.412595,80.255415,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.944,0.306,3.666,555.63,8.0,238.3,0.383,0.0842,0.2061,0.1508,1,1
GRID_1740,21.45201,80.009048,Granite,Granite,Granite,Other,Mixed Terrain,2.331,3.191,2.464,406.35,4.68,261.64,0.2506,0.354,0.215,0.2205,1,1
GRID_1741,21.803407,80.466104,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.213,0.645,0.796,321.28,6.61,279.66,0.2811,0.0601,0.2259,0.2556,1,1
GRID_1742,21.723572,80.344371,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.81,4.668,0.7,496.78,3.73,241.78,0.5697,-0.1915,0.1855,0.2039,1,1
GRID_1743,21.753909,80.259867,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.302,1.829,3.913,522.82,8.07,289.25,0.4281,0.1172,0.4131,0.1694,1,1
GRID_1744,21.109377,79.277848,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.301,0.681,0.6,370.8,0.96,43.97,0.5909,0.0866,0.2151,0.2088,0,1
GRID_1745,21.453731,79.209629,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.446,1.588,0.307,371.43,7.77,301.25,0.6191,0.1458,0.1983,0.1562,1,1
GRID_1746,21.509143,79.497426,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.17,2.521,2.383,261.42,10.6,139.42,0.572,0.258,0.1631,0.1375,0,1
GRID_1747,21.116313,80.128933,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.191,3.257,1.11,390.83,7.95,190.36,0.631,0.0145,0.2934,0.202,0,1
GRID_1748,21.320841,79.775676,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.696,2.94,1.734,351.57,5.2,156.16,0.3161,0.0712,0.1101,0.225,0,1
GRID_1749,21.746246,79.763369,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.847,3.083,1.362,300.55,5.4,171.26,0.5263,0.1792,0.1155,0.1858,0,1
GRID_1750,21.216543,80.438422,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.768,1.012,1.803,398.99,12.83,102.75,0.3552,0.0877,0.2377,0.2135,0,1
GRID_1751,21.555014,80.453788,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,0.338,0.688,0.812,429.58,8.63,61.18,0.2549,0.1891,0.2726,0.3184,1,1
GRID_1752,21.282922,80.472845,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.817,1.234,1.115,414.04,11.38,37.76,0.5037,0.2553,0.2338,0.2532,1,1
GRID_1753,21.110303,79.639429,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.01,0.496,1.05,402.47,11.77,162.5,0.5507,0.1819,0.3821,0.1461,1,1
GRID_1754,21.305021,80.167478,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.281,0.365,0.701,559.57,6.22,45.09,0.3749,0.334,0.2036,0.1911,0,1
GRID_1755,21.929493,79.580286,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.794,1.088,2.655,456.13,3.99,88.2,0.4376,0.0472,0.2188,0.1981,1,1
GRID_1756,21.781307,79.466854,Granite,Granite,Granite,Other,Mixed Terrain,1.812,4.904,0.618,485.31,10.58,48.1,0.5425,0.099,0.2372,0.1296,1,1
GRID_1757,21.91564,79.458485,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.652,4.286,0.631,583.9,4.57,39.28,0.3321,0.3891,0.2429,0.2169,0,1
GRID_1758,21.514676,79.678951,Granite,Granite,Granite,Other,Mixed Terrain,0.671,0.518,1.036,513.89,5.64,317.69,0.5597,0.0772,0.2314,0.1347,0,1
GRID_1759,21.193276,79.801941,Granite,Granite,Granite,Other,Mixed Terrain,3.415,1.26,1.684,406.74,8.41,242.65,0.285,0.5231,0.2278,0.2204,1,1
GRID_1760,21.565766,80.363329,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,4.13,2.845,0.812,272.49,7.0,332.55,0.4952,0.3153,0.1486,0.296,1,1
GRID_1761,21.486221,79.367848,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.394,1.695,0.867,398.44,0.2,231.84,0.2366,0.065,0.2882,0.1724,0,1
GRID_1762,21.817704,80.228896,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,6.861,2.304,3.29,553.71,3.06,303.82,0.6454,0.262,0.3085,0.2062,1,1
GRID_1763,21.18337,79.944037,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.085,0.193,3.791,513.29,12.03,199.91,0.5396,0.2215,0.207,0.1975,1,1
GRID_1764,21.515005,79.603123,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.273,2.902,2.209,398.77,7.67,166.55,0.7517,-0.0237,0.2369,0.124,1,1
GRID_1765,21.227541,79.889947,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.796,2.68,0.998,423.28,10.93,190.25,0.2805,0.3962,0.3489,0.1358,1,1
GRID_1766,21.375975,79.619919,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,2.66,0.203,0.644,440.86,4.75,115.28,0.5365,0.295,0.1873,0.2016,0,1
GRID_1767,21.726754,80.034515,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,7.172,0.773,1.543,377.64,3.55,236.87,0.4269,0.3867,0.2544,0.1879,0,1
GRID_1768,21.504615,79.807381,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.489,0.737,0.25,382.73,10.89,322.98,0.1954,0.3266,0.247,0.172,0,1
GRID_1769,21.419505,79.430168,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.992,0.511,0.073,374.84,13.19,281.65,0.4477,0.2289,0.3523,0.2359,1,1
GRID_1770,21.435305,79.363216,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.406,0.311,0.743,471.85,4.51,166.32,0.521,0.3312,0.37,0.208,1,1
GRID_1771,21.49053,79.965374,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,0.653,0.578,0.703,340.25,12.07,343.41,0.7452,-0.007,0.2957,0.3122,0,1
GRID_1772,21.767264,80.463378,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.475,1.145,1.919,552.56,4.09,354.75,0.3493,0.4577,0.488,0.1243,0,1
GRID_1773,21.858272,79.681541,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.783,1.886,1.153,429.47,1.45,177.52,0.5059,0.2843,0.242,0.156,1,1
GRID_1774,21.912034,80.2262,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,1.614,1.346,1.18,336.01,10.34,311.27,0.4791,-0.0934,0.05,0.2672,0,1
GRID_1775,21.768868,80.122126,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.42,4.085,0.331,517.21,4.18,1.72,0.4022,-0.0292,0.2042,0.2813,1,1
GRID_1776,21.368096,80.504177,Granite,Granite,Granite,Other,Mixed Terrain,3.121,0.476,0.728,557.52,3.16,24.0,0.414,0.2203,0.2084,0.1284,0,1
GRID_1777,21.684915,80.349373,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.025,0.208,2.318,696.99,3.25,8.06,0.5494,0.0555,0.3485,0.1566,0,1
GRID_1778,21.471963,79.993247,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.418,1.336,1.308,546.52,6.61,278.34,0.4139,0.2528,0.2269,0.1693,0,1
GRID_1779,21.31647,80.119843,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.589,0.231,0.845,355.61,1.2,28.72,0.3924,0.042,0.3328,0.2645,1,1
GRID_1780,21.814741,80.457741,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.838,0.821,0.969,447.86,10.38,6.14,0.3489,0.0018,0.2963,0.1719,1,1
GRID_1781,21.132662,79.759326,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.43,1.934,1.001,644.94,9.93,53.07,0.1898,0.1044,0.2606,0.1698,0,1
GRID_1782,21.866498,79.657513,Granite,Granite,Granite,Other,Mixed Terrain,3.134,2.223,1.51,363.86,9.92,110.27,0.5794,0.6376,0.2682,0.1641,0,1
GRID_1783,21.492256,79.215136,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.23,0.867,5.539,322.05,12.83,167.29,0.3473,0.0267,0.2599,0.1865,0,1
GRID_1784,21.641621,80.357172,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.082,2.464,0.193,396.85,11.88,23.55,0.6273,0.356,0.3196,0.2006,0,1
GRID_1785,21.660451,80.321373,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.089,0.434,0.419,343.75,4.37,179.63,0.6318,0.0739,0.2225,0.2927,0,1
GRID_1786,21.86085,79.346236,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.064,2.078,0.958,378.36,10.7,89.3,0.8137,0.1676,0.2133,0.2678,1,1
GRID_1787,21.641169,80.0076,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,3.82,0.3,0.825,373.8,12.44,98.77,0.5011,0.1975,0.2687,0.1151,1,1
GRID_1788,21.621844,79.849574,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.601,8.0,1.191,490.86,11.26,295.88,0.5196,0.1713,0.2537,0.1687,0,1
GRID_1789,21.156654,79.366193,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,3.106,3.443,0.498,319.79,11.56,355.29,0.5279,0.1879,0.2254,0.1812,0,1
GRID_1790,21.540647,80.572796,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.369,0.793,1.646,441.12,7.4,166.99,0.4716,0.2273,0.393,0.1534,1,1
GRID_1791,21.227644,79.500574,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.899,1.711,0.389,364.98,5.41,115.84,0.6188,-0.0291,0.29,0.2402,1,1
GRID_1792,21.726819,79.294128,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,2.938,0.62,1.016,476.75,7.06,335.32,0.4168,0.1615,0.2009,0.2609,0,1
GRID_1793,21.535389,80.032786,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,6.238,2.528,2.064,486.0,5.21,180.16,0.5183,0.1722,0.282,0.1512,1,1
GRID_1794,21.678194,80.234413,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,2.166,3.706,2.778,505.87,12.01,262.93,0.4126,0.2577,0.1741,0.1807,1,1
GRID_1795,21.135422,79.245421,Granite,Granite,Granite,Other,Mixed Terrain,6.485,3.885,0.851,505.86,8.75,148.95,0.2202,0.1406,0.1598,0.2338,1,1
GRID_1796,21.172073,80.122205,Alluvium,Alluvium,Alluvium,Other,Mixed Terrain,0.538,3.714,2.19,377.21,11.29,72.92,0.5491,0.254,0.2961,0.2441,1,1
GRID_1797,21.708875,79.945209,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.771,3.357,0.674,429.63,2.2,235.76,0.02,0.0886,0.1799,0.1498,1,1
GRID_1798,21.161272,79.344571,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,1.389,2.103,1.229,554.92,6.21,239.34,0.5179,0.1027,0.2429,0.2087,1,1
GRID_1799,21.160568,79.441533,Other Metasedimentary,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,2.448,1.704,0.465,467.56,3.9,165.67,0.604,0.2236,0.1672,0.1384,1,1
GRID_1800,21.110292,79.995164,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,0.678,1.385,0.928,505.43,1.5,97.18,0.5241,0.036,0.2197,0.2434,1,1
GRID_1801,21.913026,79.614901,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,5.14,0.874,0.988,326.55,9.2,299.45,0.3037,0.1009,0.2098,0.1363,1,1
GRID_1802,21.726882,80.513642,Sausar Group,Mica Schist,Mica Schist,Stratiform/Stratabound,Metamorphic Terrain,1.026,1.287,2.047,511.06,3.74,99.11,0.6774,0.1107,0.2334,0.1867,1,1
GRID_1803,21.400264,80.346236,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,1.389,1.179,0.594,269.68,6.51,237.25,0.7203,0.1181,0.4015,0.1515,1,1
GRID_1804,21.352055,80.576994,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.33,0.477,0.59,300.03,4.11,138.23,0.5365,0.188,0.3297,0.121,1,1
GRID_1805,21.397248,79.563539,Granite,Granite,Granite,Other,Mixed Terrain,1.112,1.377,1.621,353.55,6.37,170.09,0.7268,0.0553,0.2321,0.1458,0,1
GRID_1806,21.758456,80.557613,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.08,1.488,1.495,466.18,10.36,76.1,0.7692,0.2676,0.2256,0.1593,1,1
GRID_1807,21.662165,79.803727,Granite,Granite,Granite,Other,Mixed Terrain,2.333,0.598,1.805,480.72,4.17,233.81,0.3273,0.142,0.1906,0.2549,0,1
GRID_1808,21.257416,79.686526,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,2.43,2.996,0.481,360.8,6.19,81.3,0.2842,0.2365,0.1674,0.1517,1,1
GRID_1809,21.247993,79.270489,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,1.794,2.025,0.181,266.4,10.11,174.86,0.5489,0.0081,0.2296,0.1843,0,1
GRID_1810,21.183636,79.273871,Granite,Granite,Granite,Other,Mixed Terrain,3.472,0.531,1.58,511.05,10.73,118.25,0.02,-0.2201,0.3333,0.1396,0,1
GRID_1811,21.661257,80.168816,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,1.976,1.945,0.27,479.95,6.42,346.9,0.3946,0.312,0.05,0.2352,1,1
GRID_1812,21.749717,79.841101,Other Metasedimentary,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.749,1.087,0.446,466.36,9.18,353.6,0.3245,0.2092,0.3115,0.2434,0,1
GRID_1813,21.325289,79.51713,Other Metasedimentary,Phyllite,Phyllite,Stratiform/Stratabound,Metamorphic Terrain,0.267,1.356,0.918,593.77,11.27,271.26,0.3997,0.2565,0.3203,0.227,1,1
GRID_1814,21.117803,80.059558,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,1.991,1.663,0.35,442.75,3.77,354.21,0.2336,0.3645,0.0907,0.1587,1,1
GRID_1815,21.169846,79.554001,Sausar Group,Quartzite,Quartzite,Stratiform/Stratabound,Metamorphic Terrain,0.695,4.014,1.037,345.69,5.15,40.88,0.4056,0.0485,0.2426,0.1401,1,1
GRID_1816,21.922681,80.008684,Sausar Group,Schist,Schist,Stratiform/Stratabound,Metamorphic Terrain,3.684,1.11,0.929,542.95,6.5,357.24,0.5269,-0.0732,0.2095,0.1247,0,1
GRID_1817,21.351128,79.702892,Sausar Group,Marble,Marble,Stratiform/Stratabound,Metamorphic Terrain,0.05,2.173,0.535,395.36,9.79,37.28,0.7061,0.3169,0.2283,0.2261,0,1
GRID_1818,21.75384,80.352973,Gneiss,Gneiss,Gneiss,Other,Mixed Terrain,3.094,0.94,2.471,421.06,8.75,149.56,0.505,0.2713,0.255,0.1524,0,1
